Transaction_ID,Date,Business_ID,Category,Cash_Inflow,Cash_Outflow,Net_Cashflow,Payment_Method,Notes
TXN_NEW00256,2025-07-04,SMB232,Rent,0,24025,-24025,Bank Transfer,Warning: Negative cashflow
TXN_NEW00257,2025-07-25,SMB201,Payroll,0,28762,-28762,Bank Transfer,Warning: Negative cashflow
TXN_NEW00258,2024-08-07,SMB240,Sales Revenue,50287,0,50287,Credit,Market fluctuation
TXN_NEW00259,2025-04-19,SMB213,Loan Repayment,0,12749,-12749,Credit,Warning: Negative cashflow
TXN_NEW00260,2024-10-19,SMB215,Rent,0,7214,-7214,Cash,Warning: Negative cashflow
TXN_NEW00261,2024-12-14,SMB222,Miscellaneous,1306,0,1306,Bank Transfer,Market fluctuation
TXN_NEW00262,2024-09-05,SMB248,Miscellaneous,0,6729,-6729,Bank Transfer,Warning: Negative cashflow
TXN_NEW00263,2024-11-15,SMB209,Loan Repayment,0,2736,-2736,Online Wallet,Warning: Negative cashflow
TXN_NEW00264,2024-09-10,SMB227,Payroll,0,22037,-22037,Bank Transfer,Warning: Negative cashflow
TXN_NEW00265,2024-07-08,SMB244,Sales Revenue,52954,0,52954,Online Wallet,Market fluctuation
TXN_NEW00266,2025-01-28,SMB243,Rent,0,21121,-21121,Credit,Warning: Negative cashflow
TXN_NEW00267,2025-01-29,SMB237,Payroll,0,26878,-26878,Online Wallet,Warning: Negative cashflow
TXN_NEW00268,2024-11-12,SMB245,Payroll,0,29460,-29460,Bank Transfer,Warning: Negative cashflow
TXN_NEW00269,2024-06-10,SMB212,Payroll,0,23715,-23715,Bank Transfer,Warning: Negative cashflow
TXN_NEW00270,2025-05-25,SMB245,Payroll,0,17835,-17835,Cash,Warning: Negative cashflow
TXN_NEW00271,2025-07-28,SMB218,Rent,0,23471,-23471,Cash,Warning: Negative cashflow
TXN_NEW00272,2024-10-11,SMB205,Inventory Purchase,0,7240,-7240,Cash,Warning: Negative cashflow
TXN_NEW00273,2024-08-23,SMB244,Inventory Purchase,0,11990,-11990,Online Wallet,Warning: Negative cashflow
TXN_NEW00274,2025-03-12,SMB241,Miscellaneous,2677,0,2677,Online Wallet,Market fluctuation
TXN_NEW00275,2025-04-02,SMB212,Payroll,0,28356,-28356,Bank Transfer,Warning: Negative cashflow
TXN_NEW00276,2024-11-26,SMB232,Inventory Purchase,0,118691,-97365,Cash,Warning: Negative cashflow
TXN_NEW00277,2025-03-23,SMB210,Loan Repayment,0,30782,-30782,Credit,Warning: Negative cashflow
TXN_NEW00278,2024-12-19,SMB237,Sales Revenue,34111,0,34111,Online Wallet,Seasonal effect
TXN_NEW00279,2025-01-23,SMB244,Sales Revenue,31378,0,31378,Online Wallet,Seasonal effect
TXN_NEW00280,2024-12-30,SMB226,Miscellaneous,4257,0,4257,Cash,Seasonal effect
TXN_NEW00281,2024-11-23,SMB215,Miscellaneous,0,9940,-9940,Online Wallet,Warning: Negative cashflow
TXN_NEW00282,2025-08-10,SMB211,Sales Revenue,35209,0,35209,Bank Transfer,Normal transaction
TXN_NEW00283,2024-12-22,SMB218,Sales Revenue,42976,0,42976,Bank Transfer,Market fluctuation
TXN_NEW00284,2024-11-14,SMB248,Payroll,0,34379,-34379,Cash,Warning: Negative cashflow
TXN_NEW00285,2024-12-26,SMB207,Sales Revenue,41465,0,41465,Online Wallet,Market fluctuation
TXN_NEW00286,2024-07-18,SMB216,Miscellaneous,0,8848,-8848,Bank Transfer,Warning: Negative cashflow
TXN_NEW00287,2024-12-26,SMB246,Inventory Purchase,0,32285,-32285,Credit,Warning: Negative cashflow
TXN_NEW00288,2024-12-21,SMB245,Inventory Purchase,0,34272,-34272,Bank Transfer,Warning: Negative cashflow
TXN_NEW00289,2025-05-12,SMB231,Rent,0,34527,-34527,Bank Transfer,Warning: Negative cashflow
TXN_NEW00290,2025-07-21,SMB227,Inventory Purchase,0,24560,-24560,Online Wallet,Warning: Negative cashflow
TXN_NEW00291,2025-08-11,SMB246,Loan Repayment,0,26023,-26023,Cash,Warning: Negative cashflow
TXN_NEW00292,2025-04-01,SMB217,Payroll,0,29110,-29110,Cash,Warning: Negative cashflow
TXN_NEW00293,2025-05-12,SMB242,Rent,0,25911,-25911,Bank Transfer,Warning: Negative cashflow
TXN_NEW00294,2025-04-05,SMB208,Rent,0,19720,-19720,Online Wallet,Warning: Negative cashflow
TXN_NEW00295,2025-04-03,SMB249,Sales Revenue,42147,0,42147,Online Wallet,Customer delay
TXN_NEW00296,2025-04-19,SMB207,Miscellaneous,0,11570,-11570,Online Wallet,Warning: Negative cashflow
TXN_NEW00297,2024-08-19,SMB203,Miscellaneous,6876,109881,-109881,Online Wallet,Warning: Negative cashflow
TXN_NEW00298,2025-04-30,SMB206,Miscellaneous,0,11352,-11352,Cash,Warning: Negative cashflow
TXN_NEW00299,2025-08-03,SMB241,Sales Revenue,17324,0,17324,Online Wallet,Seasonal effect
TXN_NEW00300,2025-05-30,SMB206,Payroll,0,10573,-10573,Online Wallet,Warning: Negative cashflow
TXN_NEW00301,2024-07-03,SMB207,Payroll,0,15853,-15853,Bank Transfer,Warning: Negative cashflow
TXN_NEW00302,2025-02-14,SMB235,Inventory Purchase,0,14410,-14410,Cash,Warning: Negative cashflow
TXN_NEW00303,2025-03-04,SMB226,Miscellaneous,0,2642,-2642,Cash,Warning: Negative cashflow
TXN_NEW00304,2024-10-11,SMB216,Inventory Purchase,0,4041,-4041,Cash,Warning: Negative cashflow
TXN_NEW00305,2024-12-19,SMB218,Loan Repayment,0,9040,-9040,Cash,Warning: Negative cashflow
TXN_NEW00306,2025-07-28,SMB220,Rent,0,26494,-26494,Cash,Warning: Negative cashflow
TXN_NEW00307,2025-02-27,SMB212,Miscellaneous,0,9845,-9845,Online Wallet,Warning: Negative cashflow
TXN_NEW00308,2025-06-20,SMB202,Payroll,0,21840,-21840,Cash,Warning: Negative cashflow
TXN_NEW00309,2025-04-30,SMB248,Sales Revenue,28090,66473,-66473,Bank Transfer,Warning: Negative cashflow
TXN_NEW00310,2024-08-17,SMB243,Sales Revenue,53641,0,53641,Bank Transfer,Market fluctuation
TXN_NEW00311,2024-06-13,SMB227,Miscellaneous,10395,0,10395,Cash,Market fluctuation
TXN_NEW00312,2024-11-03,SMB230,Payroll,0,4565,-4565,Online Wallet,Warning: Negative cashflow
TXN_NEW00313,2024-11-18,SMB250,Rent,0,4679,-4679,Online Wallet,Warning: Negative cashflow
TXN_NEW00314,2025-03-02,SMB214,Rent,0,8415,-8415,Credit,Warning: Negative cashflow
TXN_NEW00315,2024-09-01,SMB230,Loan Repayment,0,17919,-17919,Online Wallet,Warning: Negative cashflow
TXN_NEW00316,2025-05-14,SMB203,Sales Revenue,15642,0,15642,Online Wallet,Seasonal effect
TXN_NEW00317,2025-04-09,SMB201,Rent,0,18156,-18156,Credit,Warning: Negative cashflow
TXN_NEW00318,2024-10-13,SMB201,Payroll,0,15475,-15475,Cash,Warning: Negative cashflow
TXN_NEW00319,2025-06-12,SMB207,Rent,0,34968,-34968,Bank Transfer,Warning: Negative cashflow
TXN_NEW00320,2025-03-12,SMB248,Miscellaneous,6135,0,6135,Bank Transfer,Customer delay
TXN_NEW00321,2024-08-25,SMB218,Rent,0,7224,-7224,Bank Transfer,Warning: Negative cashflow
TXN_NEW00322,2024-09-24,SMB213,Miscellaneous,0,6802,-6802,Bank Transfer,Warning: Negative cashflow
TXN_NEW00323,2025-06-19,SMB231,Rent,0,20483,-20483,Bank Transfer,Warning: Negative cashflow
TXN_NEW00324,2025-06-16,SMB232,Rent,0,32526,-32526,Cash,Warning: Negative cashflow
TXN_NEW00325,2025-01-19,SMB232,Payroll,0,8905,-8905,Cash,Warning: Negative cashflow
TXN_NEW00326,2024-07-31,SMB206,Inventory Purchase,0,29936,-29936,Cash,Warning: Negative cashflow
TXN_NEW00327,2024-09-05,SMB244,Miscellaneous,9371,0,9371,Bank Transfer,Seasonal effect
TXN_NEW00328,2024-06-11,SMB224,Payroll,0,122878,-114686,Bank Transfer,Warning: Negative cashflow
TXN_NEW00329,2025-03-27,SMB205,Sales Revenue,36017,0,36017,Cash,Normal transaction
TXN_NEW00330,2024-07-18,SMB205,Loan Repayment,0,19582,-19582,Cash,Warning: Negative cashflow
TXN_NEW00331,2025-03-31,SMB214,Miscellaneous,0,4517,-4517,Cash,Warning: Negative cashflow
TXN_NEW00332,2025-01-18,SMB211,Payroll,0,33689,-33689,Cash,Warning: Negative cashflow
TXN_NEW00333,2024-09-07,SMB201,Sales Revenue,48410,0,48410,Online Wallet,Market fluctuation
TXN_NEW00334,2025-01-06,SMB239,Payroll,0,21923,-21923,Cash,Warning: Negative cashflow
TXN_NEW00335,2024-08-12,SMB237,Miscellaneous,0,6909,-6909,Cash,Warning: Negative cashflow
TXN_NEW00336,2025-06-07,SMB238,Loan Repayment,0,32638,-32638,Cash,Warning: Negative cashflow
TXN_NEW00337,2025-05-17,SMB249,Loan Repayment,0,18206,-18206,Online Wallet,Warning: Negative cashflow
TXN_NEW00338,2024-07-09,SMB218,Loan Repayment,0,32910,-32910,Bank Transfer,Warning: Negative cashflow
TXN_NEW00339,2024-07-04,SMB205,Rent,0,23140,-23140,Online Wallet,Warning: Negative cashflow
TXN_NEW00340,2024-11-30,SMB241,Sales Revenue,23897,0,23897,Credit,Seasonal effect
TXN_NEW00341,2025-02-23,SMB220,Inventory Purchase,0,25795,-25795,Bank Transfer,Warning: Negative cashflow
TXN_NEW00342,2024-07-29,SMB226,Miscellaneous,5535,0,5535,Bank Transfer,Seasonal effect
TXN_NEW00343,2024-12-14,SMB241,Inventory Purchase,0,25314,-25314,Online Wallet,Warning: Negative cashflow
TXN_NEW00344,2025-03-02,SMB203,Miscellaneous,0,8005,-8005,Cash,Warning: Negative cashflow
TXN_NEW00345,2025-06-26,SMB235,Inventory Purchase,0,34192,-34192,Bank Transfer,Warning: Negative cashflow
TXN_NEW00346,2024-10-04,SMB232,Payroll,0,91067,-67651,Online Wallet,Warning: Negative cashflow
TXN_NEW00347,2024-06-25,SMB204,Inventory Purchase,0,18462,-18462,Cash,Warning: Negative cashflow
TXN_NEW00348,2024-06-27,SMB228,Miscellaneous,0,3077,-3077,Credit,Warning: Negative cashflow
TXN_NEW00349,2025-04-22,SMB207,Inventory Purchase,0,14189,-14189,Bank Transfer,Warning: Negative cashflow
TXN_NEW00350,2024-12-31,SMB229,Inventory Purchase,0,33392,-33392,Online Wallet,Warning: Negative cashflow
TXN_NEW00351,2025-01-16,SMB239,Payroll,0,18375,-18375,Credit,Warning: Negative cashflow
TXN_NEW00352,2024-07-11,SMB227,Sales Revenue,37347,0,37347,Credit,Seasonal effect
TXN_NEW00353,2024-06-06,SMB214,Payroll,0,6111,-6111,Online Wallet,Warning: Negative cashflow
TXN_NEW00354,2024-06-26,SMB232,Sales Revenue,44683,0,44683,Credit,Normal transaction
TXN_NEW00355,2024-08-07,SMB212,Inventory Purchase,0,34459,-34459,Bank Transfer,Warning: Negative cashflow
TXN_NEW00356,2024-08-03,SMB205,Miscellaneous,0,11778,-11778,Credit,Warning: Negative cashflow
TXN_NEW00357,2025-01-07,SMB227,Rent,0,9014,-9014,Bank Transfer,Warning: Negative cashflow
TXN_NEW00358,2024-06-22,SMB244,Loan Repayment,0,15443,-15443,Online Wallet,Warning: Negative cashflow
TXN_NEW00359,2024-09-15,SMB223,Sales Revenue,55014,0,55014,Bank Transfer,Seasonal effect
TXN_NEW00360,2025-07-24,SMB245,Sales Revenue,45373,0,45373,Online Wallet,Customer delay
TXN_NEW00361,2025-05-09,SMB235,Miscellaneous,2412,0,2412,Online Wallet,Customer delay
TXN_NEW00362,2025-08-01,SMB250,Payroll,0,3953,-3953,Bank Transfer,Warning: Negative cashflow
TXN_NEW00363,2024-06-23,SMB237,Payroll,0,27779,-27779,Credit,Warning: Negative cashflow
TXN_NEW00364,2025-01-22,SMB240,Rent,0,12722,-12722,Cash,Warning: Negative cashflow
TXN_NEW00365,2025-02-22,SMB210,Miscellaneous,0,8004,-8004,Cash,Warning: Negative cashflow
TXN_NEW00366,2024-08-02,SMB234,Rent,0,13846,-13846,Cash,Warning: Negative cashflow
TXN_NEW00367,2025-07-21,SMB224,Miscellaneous,4546,0,4546,Online Wallet,Customer delay
TXN_NEW00368,2025-02-20,SMB204,Loan Repayment,0,16481,-16481,Bank Transfer,Warning: Negative cashflow
TXN_NEW00369,2024-06-15,SMB203,Sales Revenue,9325,0,9325,Cash,Market fluctuation
TXN_NEW00370,2025-01-23,SMB245,Payroll,0,32170,-32170,Online Wallet,Warning: Negative cashflow
TXN_NEW00371,2024-06-15,SMB236,Payroll,0,31464,-31464,Online Wallet,Warning: Negative cashflow
TXN_NEW00372,2025-01-10,SMB220,Sales Revenue,49517,0,49517,Credit,Market fluctuation
TXN_NEW00373,2024-07-30,SMB227,Rent,0,267566,-267566,Bank Transfer,Warning: Negative cashflow
TXN_NEW00374,2025-03-06,SMB228,Loan Repayment,0,4563,-4563,Cash,Warning: Negative cashflow
TXN_NEW00375,2025-08-08,SMB228,Miscellaneous,0,9164,-9164,Cash,Warning: Negative cashflow
TXN_NEW00376,2024-09-22,SMB201,Payroll,0,24176,-24176,Credit,Warning: Negative cashflow
TXN_NEW00377,2024-11-07,SMB216,Payroll,0,26015,-26015,Online Wallet,Warning: Negative cashflow
TXN_NEW00378,2025-08-19,SMB214,Inventory Purchase,0,16700,-16700,Online Wallet,Warning: Negative cashflow
TXN_NEW00379,2024-10-13,SMB223,Payroll,0,12737,-12737,Bank Transfer,Warning: Negative cashflow
TXN_NEW00380,2025-04-09,SMB250,Rent,0,17754,-17754,Online Wallet,Warning: Negative cashflow
TXN_NEW00381,2025-02-14,SMB247,Loan Repayment,0,28966,-28966,Online Wallet,Warning: Negative cashflow
TXN_NEW00382,2024-09-20,SMB239,Loan Repayment,0,9481,-9481,Bank Transfer,Warning: Negative cashflow
TXN_NEW00383,2025-01-21,SMB224,Sales Revenue,8301,0,8301,Cash,Seasonal effect
TXN_NEW00384,2025-07-13,SMB233,Rent,0,28341,-28341,Credit,Warning: Negative cashflow
TXN_NEW00385,2025-03-26,SMB202,Sales Revenue,39611,0,39611,Credit,Customer delay
TXN_NEW00386,2025-06-05,SMB218,Miscellaneous,7578,0,7578,Bank Transfer,Seasonal effect
TXN_NEW00387,2025-07-23,SMB211,Rent,0,14623,-14623,Bank Transfer,Warning: Negative cashflow
TXN_NEW00388,2024-06-20,SMB249,Payroll,0,19702,-19702,Online Wallet,Warning: Negative cashflow
TXN_NEW00389,2025-05-14,SMB237,Miscellaneous,0,3136,-3136,Online Wallet,Warning: Negative cashflow
TXN_NEW00390,2025-07-26,SMB246,Sales Revenue,28103,0,28103,Credit,Normal transaction
TXN_NEW00391,2024-09-24,SMB224,Payroll,0,34666,-34666,Bank Transfer,Warning: Negative cashflow
TXN_NEW00392,2024-07-23,SMB201,Rent,0,20626,-20626,Credit,Warning: Negative cashflow
TXN_NEW00393,2024-09-13,SMB215,Inventory Purchase,0,18102,-18102,Cash,Warning: Negative cashflow
TXN_NEW00394,2024-09-26,SMB235,Payroll,0,33809,-33809,Credit,Warning: Negative cashflow
TXN_NEW00395,2024-08-16,SMB206,Miscellaneous,0,9266,-9266,Online Wallet,Warning: Negative cashflow
TXN_NEW00396,2024-06-05,SMB249,Inventory Purchase,0,17236,-17236,Cash,Warning: Negative cashflow
TXN_NEW00397,2024-09-13,SMB240,Inventory Purchase,0,23891,-23891,Bank Transfer,Warning: Negative cashflow
TXN_NEW00398,2025-03-19,SMB220,Payroll,0,9877,-9877,Bank Transfer,Warning: Negative cashflow
TXN_NEW00399,2024-08-26,SMB212,Payroll,0,144224,-125480,Cash,Warning: Negative cashflow
TXN_NEW00400,2025-01-08,SMB218,Payroll,0,34729,-34729,Credit,Warning: Negative cashflow
TXN_NEW00401,2025-04-27,SMB204,Rent,0,21392,-21392,Credit,Warning: Negative cashflow
TXN_NEW00402,2024-12-07,SMB226,Loan Repayment,0,33899,-33899,Bank Transfer,Warning: Negative cashflow
TXN_NEW00403,2024-10-01,SMB226,Miscellaneous,0,10419,-10419,Online Wallet,Warning: Negative cashflow
TXN_NEW00404,2025-01-02,SMB249,Payroll,0,4511,-4511,Cash,Warning: Negative cashflow
TXN_NEW00405,2025-07-31,SMB225,Inventory Purchase,0,4504,-4504,Cash,Warning: Negative cashflow
TXN_NEW00406,2025-07-04,SMB234,Rent,0,17529,-17529,Online Wallet,Warning: Negative cashflow
TXN_NEW00407,2024-06-10,SMB216,Sales Revenue,42228,0,42228,Cash,Normal transaction
TXN_NEW00408,2024-08-22,SMB206,Payroll,0,23496,-23496,Credit,Warning: Negative cashflow
TXN_NEW00409,2025-01-01,SMB209,Inventory Purchase,0,22037,-22037,Credit,Warning: Negative cashflow
TXN_NEW00410,2024-09-02,SMB215,Sales Revenue,23648,0,23648,Cash,Seasonal effect
TXN_NEW00411,2025-06-12,SMB222,Inventory Purchase,0,29828,-29828,Credit,Warning: Negative cashflow
TXN_NEW00412,2025-01-28,SMB238,Miscellaneous,8433,0,8433,Bank Transfer,Market fluctuation
TXN_NEW00413,2024-06-26,SMB210,Inventory Purchase,0,28378,-28378,Online Wallet,Warning: Negative cashflow
TXN_NEW00414,2024-11-07,SMB243,Payroll,0,22000,-22000,Cash,Warning: Negative cashflow
TXN_NEW00415,2025-04-02,SMB233,Loan Repayment,0,4955,-4955,Cash,Warning: Negative cashflow
TXN_NEW00416,2024-08-17,SMB229,Miscellaneous,7133,0,7133,Bank Transfer,Market fluctuation
TXN_NEW00417,2025-06-23,SMB206,Miscellaneous,0,2245,-2245,Cash,Warning: Negative cashflow
TXN_NEW00418,2025-06-15,SMB208,Miscellaneous,2529,0,2529,Online Wallet,Normal transaction
TXN_NEW00419,2025-04-14,SMB235,Payroll,0,13345,-13345,Cash,Warning: Negative cashflow
TXN_NEW00420,2024-09-10,SMB227,Payroll,0,6901,-6901,Online Wallet,Warning: Negative cashflow
TXN_NEW00421,2025-03-15,SMB228,Inventory Purchase,0,14239,-14239,Credit,Warning: Negative cashflow
TXN_NEW00422,2024-07-28,SMB206,Sales Revenue,6708,0,6708,Credit,Market fluctuation
TXN_NEW00423,2025-07-02,SMB238,Sales Revenue,19919,0,19919,Online Wallet,Seasonal effect
TXN_NEW00424,2025-02-23,SMB243,Miscellaneous,10309,0,10309,Online Wallet,Seasonal effect
TXN_NEW00425,2024-07-06,SMB202,Miscellaneous,7190,0,7190,Cash,Seasonal effect
TXN_NEW00426,2025-08-04,SMB203,Rent,0,2902,-2902,Bank Transfer,Warning: Negative cashflow
TXN_NEW00427,2025-05-21,SMB214,Sales Revenue,43157,0,43157,Bank Transfer,Customer delay
TXN_NEW00428,2024-09-26,SMB247,Inventory Purchase,0,15363,-15363,Cash,Warning: Negative cashflow
TXN_NEW00429,2025-02-26,SMB211,Sales Revenue,44669,0,44669,Online Wallet,Market fluctuation
TXN_NEW00430,2024-11-07,SMB235,Rent,0,29989,-29989,Cash,Warning: Negative cashflow
TXN_NEW00431,2024-10-26,SMB236,Sales Revenue,43634,0,43634,Cash,Normal transaction
TXN_NEW00432,2024-09-29,SMB244,Miscellaneous,5001,0,5001,Credit,Normal transaction
TXN_NEW00433,2024-11-02,SMB237,Miscellaneous,7136,0,7136,Cash,Customer delay
TXN_NEW00434,2024-11-15,SMB223,Sales Revenue,50454,0,50454,Bank Transfer,Customer delay
TXN_NEW00435,2024-10-27,SMB226,Rent,0,7584,-7584,Credit,Warning: Negative cashflow
TXN_NEW00436,2024-06-14,SMB249,Rent,0,10877,-10877,Cash,Warning: Negative cashflow
TXN_NEW00437,2024-10-11,SMB216,Miscellaneous,1590,0,1590,Cash,Normal transaction
TXN_NEW00438,2024-11-08,SMB236,Rent,0,24375,-24375,Online Wallet,Warning: Negative cashflow
TXN_NEW00439,2025-08-15,SMB239,Miscellaneous,5353,0,5353,Bank Transfer,Customer delay
TXN_NEW00440,2025-07-05,SMB223,Inventory Purchase,0,11864,-11864,Cash,Warning: Negative cashflow
TXN_NEW00441,2024-06-28,SMB243,Sales Revenue,57409,0,57409,Cash,Seasonal effect
TXN_NEW00442,2025-04-08,SMB218,Miscellaneous,2437,0,2437,Cash,Normal transaction
TXN_NEW00443,2025-05-08,SMB233,Rent,0,13433,-13433,Cash,Warning: Negative cashflow
TXN_NEW00444,2024-09-17,SMB244,Inventory Purchase,0,20783,-20783,Online Wallet,Warning: Negative cashflow
TXN_NEW00445,2024-09-25,SMB202,Sales Revenue,59042,0,59042,Bank Transfer,Seasonal effect
TXN_NEW00446,2024-06-16,SMB241,Miscellaneous,0,5823,-5823,Bank Transfer,Warning: Negative cashflow
TXN_NEW00447,2025-04-05,SMB213,Sales Revenue,44884,0,44884,Bank Transfer,Customer delay
TXN_NEW00448,2024-08-21,SMB221,Rent,0,20423,-20423,Online Wallet,Warning: Negative cashflow
TXN_NEW00449,2024-09-01,SMB225,Payroll,0,20034,-20034,Credit,Warning: Negative cashflow
TXN_NEW00450,2024-10-06,SMB210,Payroll,0,17054,-17054,Online Wallet,Warning: Negative cashflow
TXN_NEW00451,2025-02-28,SMB210,Loan Repayment,0,31740,-31740,Online Wallet,Warning: Negative cashflow
TXN_NEW00452,2024-10-09,SMB216,Loan Repayment,0,3390,-3390,Cash,Warning: Negative cashflow
TXN_NEW00453,2024-10-15,SMB225,Rent,0,29557,-29557,Cash,Warning: Negative cashflow
TXN_NEW00454,2025-08-06,SMB244,Rent,0,27580,-27580,Online Wallet,Warning: Negative cashflow
TXN_NEW00455,2024-09-20,SMB223,Loan Repayment,0,24210,-24210,Online Wallet,Warning: Negative cashflow
TXN_NEW00456,2025-04-17,SMB216,Rent,0,28248,-28248,Online Wallet,Warning: Negative cashflow
TXN_NEW00457,2025-03-16,SMB240,Miscellaneous,4787,0,4787,Credit,Seasonal effect
TXN_NEW00458,2024-09-01,SMB241,Sales Revenue,16061,0,16061,Online Wallet,Seasonal effect
TXN_NEW00459,2025-02-06,SMB221,Payroll,0,8158,-8158,Bank Transfer,Warning: Negative cashflow
TXN_NEW00460,2025-01-22,SMB230,Rent,0,24071,-24071,Bank Transfer,Warning: Negative cashflow
TXN_NEW00461,2024-12-20,SMB220,Miscellaneous,0,1248,-1248,Credit,Warning: Negative cashflow
TXN_NEW00462,2025-08-01,SMB242,Sales Revenue,29194,0,29194,Online Wallet,Market fluctuation
TXN_NEW00463,2024-10-22,SMB232,Rent,0,20796,-20796,Bank Transfer,Warning: Negative cashflow
TXN_NEW00464,2024-11-29,SMB228,Loan Repayment,0,165086,-134069,Bank Transfer,Warning: Negative cashflow
TXN_NEW00465,2024-08-06,SMB234,Payroll,0,29094,-29094,Cash,Warning: Negative cashflow
TXN_NEW00466,2024-06-10,SMB223,Inventory Purchase,0,27479,-27479,Cash,Warning: Negative cashflow
TXN_NEW00467,2025-07-18,SMB230,Inventory Purchase,0,27951,-27951,Cash,Warning: Negative cashflow
TXN_NEW00468,2025-05-06,SMB213,Payroll,0,114716,-114716,Online Wallet,Warning: Negative cashflow
TXN_NEW00469,2025-04-10,SMB205,Loan Repayment,0,7151,-7151,Online Wallet,Warning: Negative cashflow
TXN_NEW00470,2025-01-14,SMB243,Loan Repayment,0,16414,-16414,Bank Transfer,Warning: Negative cashflow
TXN_NEW00471,2024-07-01,SMB204,Loan Repayment,0,21097,-21097,Cash,Warning: Negative cashflow
TXN_NEW00472,2025-02-27,SMB223,Payroll,0,17616,-17616,Bank Transfer,Warning: Negative cashflow
TXN_NEW00473,2025-02-21,SMB202,Payroll,0,19241,-19241,Cash,Warning: Negative cashflow
TXN_NEW00474,2025-04-06,SMB236,Inventory Purchase,0,25285,-25285,Bank Transfer,Warning: Negative cashflow
TXN_NEW00475,2024-06-22,SMB222,Sales Revenue,16754,0,16754,Bank Transfer,Seasonal effect
TXN_NEW00476,2025-02-17,SMB219,Rent,0,23946,-23946,Cash,Warning: Negative cashflow
TXN_NEW00477,2024-10-30,SMB241,Rent,0,119092,-89126,Online Wallet,Warning: Negative cashflow
TXN_NEW00478,2024-06-13,SMB231,Sales Revenue,12755,0,12755,Credit,Seasonal effect
TXN_NEW00479,2025-04-19,SMB238,Loan Repayment,0,14309,-14309,Cash,Warning: Negative cashflow
TXN_NEW00480,2024-12-26,SMB216,Rent,0,15623,-15623,Credit,Warning: Negative cashflow
TXN_NEW00481,2024-07-07,SMB220,Rent,0,4369,-4369,Credit,Warning: Negative cashflow
TXN_NEW00482,2024-08-11,SMB223,Rent,0,21709,-21709,Credit,Warning: Negative cashflow
TXN_NEW00483,2024-07-27,SMB244,Sales Revenue,14273,0,14273,Credit,Normal transaction
TXN_NEW00484,2024-11-09,SMB243,Inventory Purchase,0,9831,-9831,Cash,Warning: Negative cashflow
TXN_NEW00485,2025-07-20,SMB250,Sales Revenue,38712,0,38712,Cash,Market fluctuation
TXN_NEW00486,2025-07-30,SMB209,Miscellaneous,10290,103497,-103497,Cash,Warning: Negative cashflow
TXN_NEW00487,2024-07-27,SMB227,Miscellaneous,0,3481,-3481,Cash,Warning: Negative cashflow
TXN_NEW00488,2024-12-08,SMB219,Sales Revenue,17911,0,17911,Bank Transfer,Market fluctuation
TXN_NEW00489,2024-06-04,SMB235,Inventory Purchase,0,10155,-10155,Bank Transfer,Warning: Negative cashflow
TXN_NEW00490,2025-08-23,SMB207,Inventory Purchase,0,25608,-25608,Credit,Warning: Negative cashflow
TXN_NEW00491,2024-12-08,SMB227,Payroll,0,86557,-77449,Cash,Warning: Negative cashflow
TXN_NEW00492,2024-12-27,SMB213,Payroll,0,33415,-33415,Online Wallet,Warning: Negative cashflow
TXN_NEW00493,2025-04-15,SMB204,Rent,0,18188,-18188,Online Wallet,Warning: Negative cashflow
TXN_NEW00494,2024-10-30,SMB201,Sales Revenue,54273,0,54273,Bank Transfer,Customer delay
TXN_NEW00495,2024-07-28,SMB231,Inventory Purchase,0,6106,-6106,Online Wallet,Warning: Negative cashflow
TXN_NEW00496,2025-08-22,SMB242,Sales Revenue,7192,0,7192,Online Wallet,Seasonal effect
TXN_NEW00497,2024-09-04,SMB244,Payroll,0,29260,-29260,Credit,Warning: Negative cashflow
TXN_NEW00498,2025-08-16,SMB238,Sales Revenue,14630,0,14630,Bank Transfer,Normal transaction
TXN_NEW00499,2025-07-20,SMB213,Inventory Purchase,0,17902,-17902,Online Wallet,Warning: Negative cashflow
TXN_NEW00500,2024-09-05,SMB244,Miscellaneous,0,10300,-10300,Bank Transfer,Warning: Negative cashflow
TXN_NEW00501,2025-04-28,SMB246,Loan Repayment,0,30333,-30333,Online Wallet,Warning: Negative cashflow
TXN_NEW00502,2024-11-25,SMB249,Rent,0,30392,-30392,Credit,Warning: Negative cashflow
TXN_NEW00503,2025-03-30,SMB234,Inventory Purchase,0,4151,-4151,Credit,Warning: Negative cashflow
TXN_NEW00504,2024-09-23,SMB224,Inventory Purchase,0,24942,-24942,Online Wallet,Warning: Negative cashflow
TXN_NEW00505,2024-07-02,SMB235,Rent,0,6451,-6451,Cash,Warning: Negative cashflow
TXN_NEW00506,2025-05-12,SMB228,Payroll,0,12209,-12209,Credit,Warning: Negative cashflow
TXN_NEW00507,2025-02-27,SMB201,Rent,0,15808,-15808,Bank Transfer,Warning: Negative cashflow
TXN_NEW00508,2024-12-18,SMB217,Loan Repayment,0,169695,-137856,Credit,Warning: Negative cashflow
TXN_NEW00509,2024-06-02,SMB240,Rent,0,2592,-2592,Bank Transfer,Warning: Negative cashflow
TXN_NEW00510,2025-02-04,SMB242,Miscellaneous,0,4104,-4104,Cash,Warning: Negative cashflow
TXN_NEW00511,2024-09-04,SMB209,Sales Revenue,51861,0,51861,Credit,Normal transaction
TXN_NEW00512,2025-01-30,SMB206,Miscellaneous,4076,0,4076,Credit,Normal transaction
